position;company;reviews;clean_position;city;state;python;statistics;mathematics;java;sql;excel;modeling;c++;r;visualization;ml;ai;has_phd;has_bachelor;has_master;;;;;
Development Associate; Donor Systems - Data Management;Natural Resources Defense Council;13;other role;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;
ASSOCIATE SCIENTIST - Department of Neurosciences;Mount Sinai;1029;data scientist;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;;;;
Research Scientist;Northwell Health;816;data scientist;Manhasset;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Environmental Remediation Scientist;PS&S;3;data scientist;Yonkers;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Senior Data Scientist - Revenue Optimization;WeWork Global Technology;0;data scientist;New York;NY;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;;;;
HIM Coding Specialist I;NYU Langone Health;705;other role;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Research Coordinator;Weill Cornell Medicine;456;other role;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Sick of Rentals?;Empyreal Realty;0;other role;Brooklyn;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Python Developer (Data);Explore Group Inc;0;other role;New York;NY;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Data Engineer;Amplify Education, Inc.;5;data engineer;Brooklyn;NY;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
SENIOR SCIENTIST - DEPARTMENT OF NEUROSCIENCES;Mount Sinai;1029;data scientist;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;;;;
POLICY and OPERSTIONS RESEARCH | ANALYST;OFFICE OF MANAGEMENT & BUDGET;7;data analyst;Manhattan;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Machine Learning/NLP Engineer;Alpha;83;other role;Manhattan;NY;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;;;;;
Research Associate;Oscar Insurance;19;other role;New York;NY;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
Project Delivery Analyst;DEPARTMENT OF TRANSPORTATION;896;data analyst;Manhattan;NY;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
Research Analyst;Townsquare Media;152;data analyst;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Instructor Recruiter; Data Science;DataCamp;0;data scientist;New York;NY;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;
Data Marketing Intern;Feedvisor;0;other role;New York;NY;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;;;;;
Research Scientist (Multiple Postions);Montclair State University;254;data scientist;Montclair;NJ;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Research Analyst; CSC;Vera Institute of Justice;4;data analyst;New York;NY;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;
Data Reporting Developer (Python) - Accounting;Hudson River Trading;2;other role;New York;NY;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Associate - Rider Growth;Via;12;other role;New York;NY;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Data Science Translator - TMT Sector;McKinsey & Company;385;data scientist;New York;NY;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Decision Scientist;Smith Hanley Associates;18;data scientist;New York;NY;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;;;;;
Python Developer (Data Platform);Explore Group Inc;0;other role;New York;NY;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Scientist/Sr. Process Sciences and Discovery; (New York);BlueRock Therapeutics;0;data scientist;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;
HBO Director; Data Science;HBO;108;data scientist;New York;NY;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;;;;
Financial Analyst;NYU Langone Health;705;data analyst;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
FGP Reimbursement Analyst;NYU Langone Health;705;data analyst;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Fall 2018 Undergraduate Internship; Analytics Department; NY;ACLU;70;other role;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;
Special Events Coordinator;Weill Cornell Medicine;456;other role;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Data Scientist.;Lorven Technologies;0;data scientist;New York;NY;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;;;;;
Sr. Data Scientist - Search Relevance & Ranking;Grubhub;262;data scientist;New York;NY;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;;;;;
Field Application Scientist;Nexcelom Bioscience;0;data scientist;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Data Scientist;Analytic Recruiting;2;data scientist;New York;NY;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;;;;;
Research Assistant I;GUTTMACHER;0;other role;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Associate Research Scientist (Oncology);NYU Langone Health;705;data scientist;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;;;;
Machine Learning Engineer;PulsePoint;8;other role;New York;NY;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;;;;;
Rental Masters Needed;Empyreal Realty;0;other role;Brooklyn;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Data Scientist;TekPartners, A P2P Company;42;data scientist;New York;NY;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;;;;;
Analytics Data Specialist-Revenue Product Insights;Spotify;33;other role;New York;NY;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Research Analyst; CCA;Simons Foundation;4;data analyst;New York;NY;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;
Science Writer;International AIDS Vaccine Initiative;2;other role;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Senior Assessment Data Analyst;DEPARTMENT OF FINANCE;108;data analyst;Manhattan;NY;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
Assistant Research Scientist;New York University;699;data scientist;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Family Resource Assistant;NYU Langone Health;705;other role;New York;NY;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Data Analysis Lead;Motivate International Inc.;0;other role;Brooklyn;NY;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Data Engineer; In Our Backyards Campaign;Vera Institute of Justice;4;data engineer;New York;NY;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;
Water Quality Analyst;DEPT OF ENVIRONMENT PROTECTION;65;data analyst;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;
Research Analyst;Showtime;15;data analyst;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Research Associate In vivo Sciences (New York);BlueRock Therapeutics;0;other role;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Data Governance Coordinator; Bureau of HIV/AIDS Prevention and Control -Administration;DEPT OF HEALTH/MENTAL HYGIENE;8;other role;Queens;NY;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;
Senior Data Scientist; Bureau of Primary Care Access and Planning;DEPT OF HEALTH/MENTAL HYGIENE;8;data scientist;Queens;NY;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;;;;
Data Scientist;The Hagan-Ricci Group, Inc.;0;data scientist;New York;NY;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Data Architect;Movable Ink;4;other role;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Research Analyst;The New School;111;data analyst;New York;NY;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Data Analysis Manager;HOUSING PRESERVATION & DVLPMNT;84;other role;New York;NY;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Quantitative Analyst;KOCH SUPPLY AND TRADING;5;data analyst;New York;NY;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;;;;;
Machine Learning Research Scientist - Pattern Recognition;Bloomberg;639;data scientist;New York;NY;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;;;;;
Biostatistician;NYU Langone Health;705;other role;New York;NY;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;;;;;
Data Engineer;Hospital for Special Surgery;269;data engineer;New York;NY;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;;;;;
Consultancy: Urban Planning; PSN Section; DRP - NYHQ; Requisition #514770;UNICEF;441;other role;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;
Research Scientist;Oath Inc;5;data scientist;New York;NY;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Senior Data Analyst;Candid Co.;0;data analyst;New York;NY;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Subways Operations Analyst;New York City Transit;752;data analyst;Manhattan;NY;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Statistical Analyst; CHOICE;VISITING NURSE SERVICE OF NEW YORK;210;data analyst;Manhattan;NY;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;
Data Analyst; Bureau of HIV/AIDS Prevention and Control/HIV/AIDS Prevention;DEPT OF HEALTH/MENTAL HYGIENE;8;data analyst;Queens;NY;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;;;;
NLP Scientist;Ipsos North America;333;data scientist;New York;NY;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Assistant Research Scientist (PT);New York University;699;data scientist;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Project Assistant I/II;NYU Langone Health;705;other role;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Research Analyst;Westwood One;25;data analyst;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Marketing Data Analyst;Via;12;data analyst;New York;NY;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Analyst New York Research;Cushman & Wakefield;400;data analyst;New York;NY;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
HCM; Organizational Research – Associate – New York;Goldman Sachs;1148;other role;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;;;
Senior Data Analyst;NYU Langone Health;705;data analyst;New York;NY;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Quantitative Data Engineer; Modeling Team;Applecart;0;data engineer;New York;NY;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;;;;
Cyber Security Data Scientist;Darwin Recruitment;5;data scientist;Manhattan;NY;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Departmental Secretary;NYU Langone Health;705;other role;New York;NY;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Associate Research Coordinator;NYU Langone Health;705;other role;New York;NY;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Supplier Diversity and Data Analysis Associate;New York Life Insurance Co;1677;other role;New York;NY;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Research Analyst;Service Employees International Union;2;data analyst;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Data Scientist;Diverse Lynx;82;data scientist;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Data Analytics Embedded Developer;JP Morgan Chase;20319;other role;New York;NY;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Data Engineer;Freshly;7;data engineer;New York;NY;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
VP; Data Science;7Park Data;0;data scientist;New York;NY;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;;;;
Data Manager; Viral Hepatitis; Bureau of Communicable Diseases;DEPT OF HEALTH/MENTAL HYGIENE;8;data analyst;Queens;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;;
Data Intelligence - Research & Development Engineer;Goldman Sachs;1148;other role;New York;NY;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;;;;;
Data Engineer;Beeswax;0;data engineer;New York;NY;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;;;;
Senior Associate; Data Scientist;Capital One;6318;data scientist;New York;NY;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;;;;
Data Analyst / Engineer;7Park Data;0;data analyst;New York;NY;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Data Visualization Engineer;Simons Foundation;4;other role;New York;NY;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Associate Research Scientist; Machine Learning & Statistics; CCA;Simons Foundation;4;data scientist;New York;NY;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;
Statistical Analyst;VISITING NURSE SERVICE OF NEW YORK;210;data analyst;Manhattan;NY;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Applied Research Scientist; Core Machine Learning;Facebook;366;data scientist;New York;NY;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;
Sr. Data Scientist; Audience Science;Viacom;459;data scientist;New York;NY;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;;;;
Student Research Intern - Cardiac Arrest Research;NYU Langone Health;705;other role;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Talent Acquisition Associate - Sales;Via;12;other role;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Research Scientist;Blockstack;0;data scientist;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;;;;
Analyst; Data & Analysis;DigitasLBi;151;data analyst;New York;NY;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;
Chief Data Scientist;IJC Associates;0;data scientist;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Data Engineer;Integral Ad Science;5;data engineer;New York;NY;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;;;;;
Portfolio Scientist;Seaport Global Holdings LLC;0;data scientist;New York;NY;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;
Scientist;Quentis Therapeutics, Inc;0;data scientist;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;;;;
Principal Data Scientist;Sartorius Corporation;3;data scientist;New York;NY;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;;;;;
Trading Research Quant;Bloomberg;639;other role;New York;NY;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;;;;;
Analyst; Data & Analytics;Casper;33;data analyst;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;
ParentCorps Educator;NYU Langone Health;705;other role;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;;;;;
Research Scientist (AI);Facebook;366;data scientist;New York;NY;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;;;;;
Aso/ VP- Junior Research Analyst;Bank of America;21942;data analyst;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;;;;
Statistician;Koneksa Health;0;other role;New York;NY;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;;;;;
Principal Data Scientist;Sartorius;16;data scientist;New York;NY;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;;;;;
Data Scientist;S.C. International;0;data scientist;New York;NY;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;;;;
Data Analyst;Source One;98;data analyst;New York;NY;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Research Scientist; CCA;Simons Foundation;4;data scientist;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;
Machine Learning Research Scientist;Butterfly Network;0;data scientist;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;;;;;
Research Analyst; R29 Intelligence;Refinery29;12;data analyst;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;
Senior Research Scientist;Amazon.com;25883;data scientist;New York;NY;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;;;;;
Senior Data Scientist;Reorg Research;0;data scientist;New York;NY;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;;;;
FGP Sec I-Intake/Sched (35);NYU Langone Health;705;other role;New York;NY;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;
Research Scientist; Machine Learning (PhD University Grad);Facebook;366;data scientist;New York;NY;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;;;
