co,no,no2,o3,so2,pm2_5,pm10,nh3,date
165.22,0.82,4.88,87.26,1.64,7.56,15.8,3.42,2021-07-11 09:00:00
166.89,0.41,2.55,107.29,1.42,6.81,13.69,2.22,2021-07-11 10:00:00
161.89,0.14,0.94,107.29,0.87,5.47,11.04,1.73,2021-07-11 11:00:00
158.55,0.09,0.59,101.57,0.57,4.55,9.98,1.43,2021-07-11 12:00:00
156.88,0.08,0.49,95.84,0.41,4.27,11.1,1.28,2021-07-11 13:00:00
156.88,0.08,0.5,94.41,0.37,4.44,13.23,1.27,2021-07-11 14:00:00
155.21,0.09,0.61,94.41,0.35,4.69,15.3,1.25,2021-07-11 15:00:00
155.21,0.1,0.81,94.41,0.34,4.67,14.21,1.31,2021-07-11 16:00:00
153.54,0.09,0.94,91.55,0.33,4.65,13.31,1.38,2021-07-11 17:00:00
155.21,0.05,1.03,87.98,0.32,4.81,15.31,1.46,2021-07-11 18:00:00
156.88,0.01,1.23,84.4,0.33,5.02,17.31,1.65,2021-07-11 19:00:00
156.88,0.0,1.8,80.11,0.36,5.24,15.8,2.03,2021-07-11 20:00:00
158.55,0.0,2.74,74.39,0.38,5.56,13.53,2.57,2021-07-11 21:00:00
161.89,0.0,4.03,62.94,0.34,6.04,12.41,3.58,2021-07-11 22:00:00
163.56,0.0,4.84,50.78,0.27,6.46,12.47,4.62,2021-07-11 23:00:00
161.89,0.0,4.76,42.56,0.23,6.7,12.84,5.45,2021-07-12 00:00:00
155.21,0.0,4.11,36.48,0.19,6.72,13.11,7.22,2021-07-12 01:00:00
150.2,0.0,3.68,33.62,0.18,6.69,13.48,10.64,2021-07-12 02:00:00
146.87,0.0,3.47,35.05,0.19,6.65,14.45,13.93,2021-07-12 03:00:00
143.53,0.0,3.26,37.19,0.2,6.53,17.08,16.47,2021-07-12 04:00:00
136.85,0.0,3.21,36.12,0.19,6.36,21.53,17.73,2021-07-12 05:00:00
131.85,0.09,3.3,33.62,0.15,6.27,27.68,14.69,2021-07-12 06:00:00
150.2,0.06,0.89,75.1,0.18,7.15,45.04,2.72,2021-07-12 07:00:00
150.2,0.08,0.71,77.25,0.17,7.57,47.22,2.25,2021-07-12 08:00:00
150.2,0.11,0.89,77.96,0.17,7.58,45.94,2.47,2021-07-12 09:00:00
150.2,0.09,0.9,83.69,0.19,9.17,50.96,2.12,2021-07-12 10:00:00
156.88,0.07,1.17,88.69,0.23,10.83,55.78,2.28,2021-07-12 11:00:00
163.56,0.04,1.67,91.55,0.38,11.69,56.16,2.76,2021-07-12 12:00:00
168.56,0.02,2.34,91.55,0.69,10.58,44.26,2.95,2021-07-12 13:00:00
168.56,0.04,3.04,97.28,1.13,9.81,32.65,2.57,2021-07-12 14:00:00
163.56,0.06,2.83,97.28,1.12,9.54,27.48,1.93,2021-07-12 15:00:00
158.55,0.08,2.23,82.25,0.69,8.53,27.8,1.52,2021-07-12 16:00:00
158.55,0.12,2.06,75.1,0.5,7.96,30.58,1.39,2021-07-12 17:00:00
161.89,0.11,2.34,73.67,0.52,7.66,30.7,1.44,2021-07-12 18:00:00
166.89,0.05,3.04,70.81,0.63,7.21,28.9,1.65,2021-07-12 19:00:00
171.9,0.0,4.84,65.09,0.84,6.39,24.63,2.28,2021-07-12 20:00:00
165.22,0.0,4.46,62.23,0.74,4.09,14.16,2.53,2021-07-12 21:00:00
153.54,0.0,2.14,59.37,0.34,2.24,6.71,2.44,2021-07-12 22:00:00
146.87,0.0,1.22,54.36,0.18,1.4,3.6,2.82,2021-07-12 23:00:00
146.87,0.0,0.85,50.07,0.13,0.95,1.84,3.29,2021-07-13 00:00:00
