co,no,no2,o3,so2,pm2_5,pm10,nh3,date
158.55,0.56,2.4,75.82,1.03,3.04,5.38,1.27,2021-07-01 12:00:00
155.21,0.27,1.29,87.98,0.84,3.58,5.77,1.3,2021-07-01 13:00:00
155.21,0.16,0.86,94.41,0.8,3.48,5.36,1.28,2021-07-01 14:00:00
155.21,0.17,0.87,98.71,1.13,3.48,5.25,1.24,2021-07-01 15:00:00
155.21,0.21,1.16,105.86,1.61,3.83,5.57,1.2,2021-07-01 16:00:00
156.88,0.2,1.46,110.15,1.7,4.06,5.67,1.25,2021-07-01 17:00:00
156.88,0.15,1.61,110.15,1.64,4.22,5.78,1.44,2021-07-01 18:00:00
155.21,0.11,2.64,98.71,1.25,4.47,6.17,2.15,2021-07-01 19:00:00
153.54,0.03,3.86,80.82,0.79,4.79,6.81,2.88,2021-07-01 20:00:00
155.21,0.0,4.67,67.95,0.54,5.06,7.59,2.82,2021-07-01 21:00:00
158.55,0.0,5.4,53.64,0.39,5.09,8.18,2.19,2021-07-01 22:00:00
156.88,0.0,6.08,37.55,0.31,5.06,8.41,1.88,2021-07-01 23:00:00
155.21,0.0,6.26,28.25,0.3,5.19,8.51,1.85,2021-07-02 00:00:00
151.87,0.01,6.34,21.64,0.26,5.46,8.54,1.95,2021-07-02 01:00:00
148.54,0.03,6.68,13.95,0.22,5.73,8.53,2.15,2021-07-02 02:00:00
145.2,0.07,7.2,9.12,0.25,6.23,8.72,2.5,2021-07-02 03:00:00
143.53,0.16,7.8,6.17,0.3,6.95,9.24,2.79,2021-07-02 04:00:00
141.86,0.29,7.71,5.05,0.35,7.49,9.77,2.82,2021-07-02 05:00:00
141.86,0.96,7.28,5.81,0.42,7.69,10.2,2.95,2021-07-02 06:00:00
145.2,0.57,7.8,21.28,0.71,8.52,11.46,2.44,2021-07-02 07:00:00
146.87,0.85,6.94,27.54,0.69,7.24,10.52,2.41,2021-07-02 08:00:00
148.54,1.05,6.08,33.98,0.79,6.58,10.07,2.41,2021-07-02 09:00:00
160.22,0.4,3.94,70.1,2.0,9.07,11.21,1.33,2021-07-02 10:00:00
163.56,0.35,3.68,77.25,1.94,9.79,11.08,1.25,2021-07-02 11:00:00
166.89,0.39,4.37,82.97,2.21,10.82,11.81,1.14,2021-07-02 12:00:00
171.9,0.43,6.08,89.41,3.04,11.64,12.43,0.93,2021-07-02 13:00:00
175.24,0.31,7.63,95.84,4.23,12.09,12.69,0.78,2021-07-02 14:00:00
176.91,0.12,7.45,98.71,4.65,12.18,12.65,0.77,2021-07-02 15:00:00
175.24,0.04,6.17,95.84,3.82,11.71,12.09,0.98,2021-07-02 16:00:00
171.9,0.04,5.36,92.98,3.01,11.24,11.58,1.27,2021-07-02 17:00:00
168.56,0.03,4.97,90.12,2.44,10.53,10.87,1.47,2021-07-02 18:00:00
166.89,0.07,5.74,83.69,2.15,10.26,10.64,1.73,2021-07-02 19:00:00
166.89,0.03,7.03,70.81,1.85,10.23,10.67,1.82,2021-07-02 20:00:00
168.56,0.0,9.34,58.65,1.88,10.31,10.9,1.54,2021-07-02 21:00:00
173.57,0.0,12.68,49.35,2.21,11.31,12.08,1.24,2021-07-02 22:00:00
175.24,0.0,15.77,36.12,2.44,10.38,11.22,1.08,2021-07-02 23:00:00
173.57,0.0,17.99,23.96,2.33,8.49,9.38,1.03,2021-07-03 00:00:00
168.56,0.0,16.97,17.7,1.67,7.31,8.22,1.05,2021-07-03 01:00:00
161.89,0.0,14.57,15.56,1.25,7.44,8.36,1.08,2021-07-03 02:00:00
160.22,0.0,13.37,13.95,1.19,8.47,9.45,1.12,2021-07-03 03:00:00
160.22,0.01,13.54,12.52,1.46,10.01,11.11,1.17,2021-07-03 04:00:00
161.89,0.04,14.22,12.52,2.15,11.57,12.78,1.19,2021-07-03 05:00:00
163.56,0.26,13.71,16.99,2.92,12.5,13.73,1.19,2021-07-03 06:00:00
158.55,0.3,9.94,33.26,2.38,10.66,11.52,0.97,2021-07-03 07:00:00
153.54,0.33,7.03,43.63,1.18,8.46,8.98,0.91,2021-07-03 08:00:00
153.54,0.38,5.74,48.64,0.85,7.7,8.09,0.9,2021-07-03 09:00:00
155.21,0.35,4.71,61.51,0.91,7.2,7.51,0.77,2021-07-03 10:00:00
158.55,0.45,5.31,68.67,2.12,7.26,7.55,0.67,2021-07-03 11:00:00
160.22,0.62,6.26,72.24,3.55,8.08,8.4,0.63,2021-07-03 12:00:00
158.55,0.3,3.09,85.83,1.97,6.73,6.95,0.65,2021-07-03 13:00:00
156.88,0.23,1.8,94.41,1.55,6.38,6.57,0.63,2021-07-03 14:00:00
155.21,0.3,1.78,94.41,1.82,6.38,6.6,0.46,2021-07-03 15:00:00
153.54,0.44,2.31,82.97,1.49,4.82,5.01,0.4,2021-07-03 16:00:00
153.54,0.45,2.79,70.1,1.13,3.68,3.86,0.47,2021-07-03 17:00:00
155.21,0.28,2.74,62.23,0.89,2.85,3.04,0.55,2021-07-03 18:00:00
155.21,0.15,2.91,56.51,0.79,2.63,2.91,0.67,2021-07-03 19:00:00
156.88,0.04,3.04,52.21,0.67,3.14,3.53,0.78,2021-07-03 20:00:00
158.55,0.0,3.04,50.07,0.6,3.73,4.14,0.85,2021-07-03 21:00:00
156.88,0.0,3.09,47.92,0.58,3.92,4.39,0.89,2021-07-03 22:00:00
156.88,0.0,2.96,47.92,0.59,3.94,4.58,0.9,2021-07-03 23:00:00
158.55,0.0,2.79,47.92,0.63,4.3,5.36,0.88,2021-07-04 00:00:00
160.22,0.0,2.59,48.64,0.7,5.29,7.15,0.82,2021-07-04 01:00:00
161.89,0.0,2.49,48.64,0.77,6.49,9.33,0.79,2021-07-04 02:00:00
163.56,0.0,2.4,47.21,0.81,7.38,11.04,0.79,2021-07-04 03:00:00
163.56,0.0,2.42,45.78,0.89,7.74,11.85,0.78,2021-07-04 04:00:00
161.89,0.0,2.68,43.99,1.09,7.6,11.72,0.71,2021-07-04 05:00:00
161.89,0.04,3.43,42.2,1.52,6.79,10.19,0.62,2021-07-04 06:00:00
161.89,0.1,4.63,43.63,2.09,4.52,6.15,0.41,2021-07-04 07:00:00
161.89,0.34,6.77,41.49,2.44,2.87,3.47,0.33,2021-07-04 08:00:00
163.56,0.84,8.91,38.27,2.47,2.44,2.77,0.31,2021-07-04 09:00:00
166.89,1.52,9.0,37.19,2.35,2.66,2.92,0.29,2021-07-04 10:00:00
166.89,1.47,7.54,40.05,2.12,2.6,2.81,0.28,2021-07-04 11:00:00
165.22,1.5,6.43,44.7,2.12,2.61,2.83,0.26,2021-07-04 12:00:00
165.22,1.41,5.91,48.64,2.12,2.69,2.91,0.25,2021-07-04 13:00:00
165.22,1.13,5.31,51.5,2.03,2.79,3.01,0.27,2021-07-04 14:00:00
165.22,0.94,4.67,53.64,1.88,2.88,3.09,0.31,2021-07-04 15:00:00
165.22,0.8,4.76,53.64,1.79,2.92,3.14,0.36,2021-07-04 16:00:00
163.56,0.61,5.4,51.5,1.86,2.91,3.14,0.41,2021-07-04 17:00:00
161.89,0.35,5.83,50.07,1.89,2.84,3.1,0.45,2021-07-04 18:00:00
161.89,0.14,5.01,50.07,1.42,2.71,2.98,0.52,2021-07-04 19:00:00
158.55,0.03,3.86,50.07,0.78,2.63,2.9,0.63,2021-07-04 20:00:00
153.54,0.0,3.47,45.42,0.6,2.39,2.64,0.71,2021-07-04 21:00:00
151.87,0.0,3.77,39.34,0.57,2.17,2.41,0.76,2021-07-04 22:00:00
153.54,0.0,3.56,38.98,0.61,1.97,2.28,0.8,2021-07-04 23:00:00
153.54,0.0,3.13,40.41,0.7,2.27,2.65,0.78,2021-07-05 00:00:00
155.21,0.0,2.64,42.56,0.78,2.78,3.13,0.66,2021-07-05 01:00:00
155.21,0.0,2.29,43.99,0.82,3.29,3.57,0.55,2021-07-05 02:00:00
153.54,0.0,2.08,44.7,0.84,3.69,3.93,0.52,2021-07-05 03:00:00
153.54,0.0,1.97,44.35,0.84,4.02,4.29,0.53,2021-07-05 04:00:00
151.87,0.01,1.95,42.56,0.85,4.24,4.61,0.59,2021-07-05 05:00:00
151.87,0.16,2.04,41.49,0.86,4.41,4.91,0.66,2021-07-05 06:00:00
150.2,0.51,2.1,41.84,0.91,4.59,5.27,0.74,2021-07-05 07:00:00
150.2,0.75,2.06,44.35,0.98,4.75,5.59,0.89,2021-07-05 08:00:00
148.54,0.77,1.89,48.64,1.06,4.77,5.72,1.03,2021-07-05 09:00:00
148.54,0.41,1.3,60.08,0.87,3.32,4.07,0.82,2021-07-05 10:00:00
146.87,0.21,1.03,65.8,0.78,2.6,3.26,0.72,2021-07-05 11:00:00
146.87,0.14,1.1,67.95,0.84,2.64,3.4,0.75,2021-07-05 12:00:00
146.87,0.1,1.16,69.38,0.79,2.41,3.12,0.73,2021-07-05 13:00:00
146.87,0.06,1.22,70.1,0.67,1.91,2.46,0.71,2021-07-05 14:00:00
146.87,0.04,1.37,69.38,0.6,1.59,2.03,0.77,2021-07-05 15:00:00
146.87,0.03,1.69,67.23,0.54,1.42,1.82,0.88,2021-07-05 16:00:00
146.87,0.04,2.46,64.37,0.8,1.74,2.18,0.99,2021-07-05 17:00:00
148.54,0.07,3.64,62.23,1.55,2.5,3.17,0.88,2021-07-05 18:00:00
150.2,0.06,5.57,60.08,2.56,3.18,4.17,0.67,2021-07-05 19:00:00
153.54,0.02,8.65,54.36,3.58,3.48,4.48,0.56,2021-07-05 20:00:00
156.88,0.0,10.54,49.35,4.11,3.52,4.25,0.46,2021-07-05 21:00:00
160.22,0.0,11.14,46.49,4.59,3.46,3.89,0.35,2021-07-05 22:00:00
161.89,0.0,10.97,43.27,3.76,3.79,4.13,0.31,2021-07-05 23:00:00
156.88,0.0,8.23,42.2,1.71,3.88,4.12,0.31,2021-07-06 00:00:00
153.54,0.0,5.74,43.27,1.27,3.05,3.2,0.33,2021-07-06 01:00:00
153.54,0.0,5.23,41.84,1.83,2.9,3.06,0.34,2021-07-06 02:00:00
155.21,0.0,5.48,37.55,3.01,2.9,3.07,0.35,2021-07-06 03:00:00
155.21,0.0,5.01,33.98,2.38,2.55,2.69,0.37,2021-07-06 04:00:00
153.54,0.01,5.14,31.47,2.06,2.3,2.44,0.36,2021-07-06 05:00:00
155.21,0.17,6.0,31.83,2.5,2.23,2.43,0.36,2021-07-06 06:00:00
156.88,0.67,6.17,35.41,2.86,2.21,2.45,0.38,2021-07-06 07:00:00
155.21,1.38,5.66,38.98,2.95,2.36,2.64,0.47,2021-07-06 08:00:00
155.21,2.26,5.31,39.34,2.86,2.76,3.12,0.71,2021-07-06 09:00:00
153.54,1.05,2.61,50.07,1.45,2.35,2.9,0.82,2021-07-06 10:00:00
153.54,0.65,2.08,55.08,0.75,1.88,2.19,0.72,2021-07-06 11:00:00
148.54,0.59,2.06,55.79,0.95,2.12,2.28,0.78,2021-07-06 12:00:00
148.54,0.29,1.23,62.94,0.57,1.43,1.56,0.89,2021-07-06 13:00:00
146.87,0.2,0.9,64.37,0.55,1.48,1.61,0.93,2021-07-06 14:00:00
145.2,0.17,0.87,69.38,0.46,1.09,1.2,0.86,2021-07-06 15:00:00
148.54,0.22,1.29,70.1,0.87,1.64,1.8,0.78,2021-07-06 16:00:00
150.2,0.24,1.74,66.52,0.84,1.64,1.83,0.77,2021-07-06 17:00:00
150.2,0.19,2.12,62.94,0.72,1.23,1.42,0.79,2021-07-06 18:00:00
150.2,0.12,2.53,55.79,0.65,1.06,1.22,0.9,2021-07-06 19:00:00
148.54,0.04,2.91,50.07,0.64,1.21,1.37,1.05,2021-07-06 20:00:00
148.54,0.0,3.13,48.64,0.68,1.38,1.53,1.11,2021-07-06 21:00:00
148.54,0.0,3.04,50.78,0.75,1.7,2.02,1.08,2021-07-06 22:00:00
146.87,0.0,2.79,55.79,0.92,2.33,3.46,0.88,2021-07-06 23:00:00
146.87,0.0,2.66,58.65,1.07,2.85,4.7,0.68,2021-07-07 00:00:00
146.87,0.0,2.49,57.94,1.07,2.85,4.38,0.56,2021-07-07 01:00:00
146.87,0.0,2.27,55.79,1.0,2.62,3.76,0.54,2021-07-07 02:00:00
148.54,0.0,2.04,54.36,0.92,2.4,3.32,0.55,2021-07-07 03:00:00
148.54,0.0,1.95,52.21,0.91,2.46,3.44,0.59,2021-07-07 04:00:00
148.54,0.0,2.04,49.35,0.92,2.73,3.84,0.65,2021-07-07 05:00:00
150.2,0.03,2.4,45.78,0.92,3.04,4.22,0.72,2021-07-07 06:00:00
151.87,0.09,3.0,44.35,0.89,3.18,4.34,0.79,2021-07-07 07:00:00
153.54,0.22,3.3,44.7,0.85,2.84,3.73,0.8,2021-07-07 08:00:00
153.54,0.32,3.17,47.92,0.79,2.23,2.83,0.77,2021-07-07 09:00:00
153.54,0.24,2.25,59.37,0.66,1.55,1.97,0.67,2021-07-07 10:00:00
153.54,0.16,1.67,67.23,0.57,1.45,1.81,0.64,2021-07-07 11:00:00
153.54,0.14,1.41,70.1,0.51,1.43,1.76,0.61,2021-07-07 12:00:00
151.87,0.13,1.48,69.38,0.5,1.35,1.6,0.56,2021-07-07 13:00:00
150.2,0.13,1.86,67.23,0.52,1.41,1.59,0.54,2021-07-07 14:00:00
148.54,0.13,2.29,66.52,0.57,1.5,1.62,0.5,2021-07-07 15:00:00
150.2,0.12,2.79,66.52,0.64,1.79,1.91,0.52,2021-07-07 16:00:00
150.2,0.09,3.17,67.95,0.73,2.2,2.36,0.59,2021-07-07 17:00:00
151.87,0.05,3.34,69.38,0.81,2.8,3.02,0.64,2021-07-07 18:00:00
151.87,0.03,3.64,68.67,0.88,3.25,3.59,0.79,2021-07-07 19:00:00
153.54,0.01,4.07,65.8,0.93,3.66,4.12,0.96,2021-07-07 20:00:00
153.54,0.0,4.2,62.23,0.95,4.08,4.62,0.98,2021-07-07 21:00:00
153.54,0.0,4.41,58.65,0.98,4.48,5.15,0.93,2021-07-07 22:00:00
151.87,0.0,4.46,55.08,1.03,4.75,5.76,0.9,2021-07-07 23:00:00
151.87,0.0,4.33,52.21,1.09,5.02,6.7,0.86,2021-07-08 00:00:00
151.87,0.0,4.16,50.07,1.09,5.42,7.9,0.87,2021-07-08 01:00:00
151.87,0.0,3.9,45.78,1.0,5.72,8.67,0.92,2021-07-08 02:00:00
151.87,0.0,3.64,42.2,0.9,5.89,9.03,0.99,2021-07-08 03:00:00
150.2,0.0,3.43,37.55,0.82,5.83,8.91,1.09,2021-07-08 04:00:00
150.2,0.02,3.38,32.54,0.81,5.49,8.3,1.22,2021-07-08 05:00:00
151.87,0.34,3.56,27.9,0.95,5.07,7.4,1.36,2021-07-08 06:00:00
155.21,1.09,3.9,25.75,1.34,4.92,6.72,1.35,2021-07-08 07:00:00
155.21,1.77,4.16,25.03,1.67,5.09,6.56,1.33,2021-07-08 08:00:00
156.88,1.98,4.46,28.25,2.03,5.52,6.76,1.36,2021-07-08 09:00:00
155.21,1.08,3.51,47.21,2.15,5.69,6.56,1.0,2021-07-08 10:00:00
153.54,0.59,2.29,60.08,1.74,5.03,5.65,0.86,2021-07-08 11:00:00
151.87,0.37,1.59,68.67,1.59,4.82,5.34,0.82,2021-07-08 12:00:00
150.2,0.26,1.23,75.82,1.61,4.79,5.27,0.82,2021-07-08 13:00:00
148.54,0.21,1.18,79.39,1.62,4.7,5.17,0.91,2021-07-08 14:00:00
148.54,0.19,1.29,82.25,1.61,4.59,5.05,1.08,2021-07-08 15:00:00
148.54,0.21,1.61,85.83,1.67,4.58,5.03,1.25,2021-07-08 16:00:00
150.2,0.23,2.04,88.69,1.79,4.76,5.2,1.44,2021-07-08 17:00:00
150.2,0.19,2.36,91.55,1.91,4.84,5.26,1.54,2021-07-08 18:00:00
151.87,0.33,6.17,64.37,1.43,5.07,5.58,3.23,2021-07-08 19:00:00
153.54,0.15,10.03,36.84,1.0,5.29,5.98,5.07,2021-07-08 20:00:00
151.87,0.01,11.48,25.75,0.89,5.12,5.95,5.95,2021-07-08 21:00:00
151.87,0.05,12.85,18.6,0.81,4.9,5.84,5.89,2021-07-08 22:00:00
150.2,0.13,12.68,11.09,0.51,4.89,5.89,3.86,2021-07-08 23:00:00
150.2,0.16,11.48,7.42,0.35,4.96,5.97,2.44,2021-07-09 00:00:00
150.2,0.07,10.71,7.78,0.38,4.91,5.87,2.06,2021-07-09 01:00:00
148.54,0.07,9.94,7.42,0.38,4.82,5.81,1.9,2021-07-09 02:00:00
146.87,0.07,9.0,6.97,0.39,4.98,6.02,1.87,2021-07-09 03:00:00
146.87,0.06,7.97,8.14,0.49,5.56,6.62,1.81,2021-07-09 04:00:00
148.54,0.18,6.94,9.74,0.63,6.2,7.26,1.76,2021-07-09 05:00:00
151.87,1.34,5.74,12.7,0.83,6.45,7.5,1.84,2021-07-09 06:00:00
156.88,2.29,5.57,19.67,1.31,6.23,7.25,1.98,2021-07-09 07:00:00
158.55,3.07,5.57,21.46,1.24,5.98,7.04,2.19,2021-07-09 08:00:00
160.22,3.16,5.83,25.39,1.22,6.0,7.11,2.47,2021-07-09 09:00:00
160.22,0.66,3.51,70.81,2.21,7.21,8.05,1.44,2021-07-09 10:00:00
158.55,0.33,2.19,82.97,2.09,7.89,8.64,1.38,2021-07-09 11:00:00
158.55,0.23,1.76,89.41,2.06,8.44,9.18,1.47,2021-07-09 12:00:00
158.55,0.18,1.61,92.98,2.24,8.86,9.56,1.5,2021-07-09 13:00:00
158.55,0.16,1.69,94.41,2.44,9.13,9.78,1.5,2021-07-09 14:00:00
158.55,0.14,1.95,92.98,2.41,9.01,9.58,1.49,2021-07-09 15:00:00
156.88,0.13,2.31,91.55,2.09,8.6,9.08,1.5,2021-07-09 16:00:00
156.88,0.12,2.68,89.41,1.54,7.88,8.26,1.58,2021-07-09 17:00:00
156.88,0.1,3.21,85.83,1.24,7.38,7.73,1.69,2021-07-09 18:00:00
158.55,0.07,4.88,72.96,1.16,7.11,7.49,1.96,2021-07-09 19:00:00
158.55,0.01,6.51,55.79,1.04,6.58,7.02,2.09,2021-07-09 20:00:00
158.55,0.0,7.28,44.35,0.88,5.58,6.05,1.92,2021-07-09 21:00:00
156.88,0.0,7.63,37.19,0.69,4.15,4.63,1.76,2021-07-09 22:00:00
153.54,0.0,7.45,32.54,0.54,2.83,3.26,1.66,2021-07-09 23:00:00
150.2,0.0,6.86,29.33,0.47,2.13,2.57,1.57,2021-07-10 00:00:00
145.2,0.0,6.6,24.68,0.41,2.0,2.65,1.81,2021-07-10 01:00:00
143.53,0.0,5.83,22.71,0.39,2.47,3.42,1.74,2021-07-10 02:00:00
140.19,0.0,5.23,21.1,0.38,3.05,4.37,1.73,2021-07-10 03:00:00
140.19,0.0,4.71,20.74,0.4,3.42,4.97,1.68,2021-07-10 04:00:00
140.19,0.01,4.28,21.46,0.46,3.55,5.11,1.58,2021-07-10 05:00:00
140.19,0.15,4.2,22.89,0.57,3.62,5.01,1.49,2021-07-10 06:00:00
143.53,0.29,4.16,30.4,0.72,3.63,4.65,1.17,2021-07-10 07:00:00
143.53,0.58,4.37,32.54,0.75,3.61,4.35,1.11,2021-07-10 08:00:00
145.2,0.85,4.2,35.41,0.76,3.56,4.12,1.08,2021-07-10 09:00:00
145.2,0.24,3.56,45.78,0.57,2.78,3.15,0.86,2021-07-10 10:00:00
145.2,0.16,2.53,52.93,0.45,1.97,2.21,0.78,2021-07-10 11:00:00
145.2,0.14,2.08,57.22,0.43,1.59,1.77,0.77,2021-07-10 12:00:00
145.2,0.14,1.54,61.51,0.41,1.25,1.39,0.71,2021-07-10 13:00:00
146.87,0.14,1.18,65.8,0.4,1.03,1.15,0.71,2021-07-10 14:00:00
146.87,0.16,1.07,67.95,0.44,1.0,1.12,0.75,2021-07-10 15:00:00
146.87,0.17,1.14,69.38,0.44,1.01,1.15,0.86,2021-07-10 16:00:00
146.87,0.17,1.34,70.1,0.43,1.02,1.16,0.99,2021-07-10 17:00:00
146.87,0.14,1.56,69.38,0.42,1.0,1.15,1.16,2021-07-10 18:00:00
146.87,0.25,4.03,50.07,0.48,1.19,1.48,3.39,2021-07-10 19:00:00
148.54,0.17,7.54,28.97,0.54,1.56,2.09,5.45,2021-07-10 20:00:00
148.54,0.03,10.45,18.42,0.6,1.97,2.7,6.08,2021-07-10 21:00:00
148.54,0.07,13.02,13.59,0.67,2.43,3.33,6.97,2021-07-10 22:00:00
148.54,0.11,14.74,10.1,0.69,2.86,3.92,8.61,2021-07-10 23:00:00
146.87,0.15,15.25,7.24,0.71,3.24,4.44,11.02,2021-07-11 00:00:00
145.2,0.28,14.57,4.25,0.7,3.49,4.82,12.79,2021-07-11 01:00:00
138.52,0.69,11.48,1.43,0.49,3.35,4.74,9.88,2021-07-11 02:00:00
133.51,0.98,7.88,1.22,0.28,3.06,4.29,5.19,2021-07-11 03:00:00
135.18,0.12,6.17,9.03,0.3,2.84,3.65,3.04,2021-07-11 04:00:00
135.18,0.15,4.76,10.01,0.32,3.65,4.4,2.38,2021-07-11 05:00:00
136.85,1.1,3.64,10.19,0.41,4.91,5.69,2.25,2021-07-11 06:00:00
140.19,1.57,3.64,17.52,0.66,5.81,6.5,2.06,2021-07-11 07:00:00
140.19,2.01,3.98,21.64,0.72,6.23,6.87,2.01,2021-07-11 08:00:00
141.86,2.26,4.71,25.39,0.75,6.7,7.32,2.15,2021-07-11 09:00:00
145.2,0.48,2.55,60.8,0.84,5.36,5.71,1.06,2021-07-11 10:00:00
146.87,0.26,1.93,69.38,1.12,4.88,5.14,0.63,2021-07-11 11:00:00
150.2,0.26,2.55,72.96,1.76,4.8,5.02,0.42,2021-07-11 12:00:00
151.87,0.22,2.91,77.96,2.18,4.57,4.79,0.34,2021-07-11 13:00:00
153.54,0.16,2.61,82.25,2.15,4.2,4.42,0.35,2021-07-11 14:00:00
151.87,0.12,2.53,80.11,1.97,3.78,3.99,0.38,2021-07-11 15:00:00
150.2,0.09,3.0,75.82,1.82,3.4,3.57,0.44,2021-07-11 16:00:00
148.54,0.08,3.73,71.53,1.82,3.29,3.42,0.58,2021-07-11 17:00:00
148.54,0.06,4.2,68.67,1.89,3.41,3.52,0.7,2021-07-11 18:00:00
153.54,0.03,5.01,64.37,2.06,3.44,3.55,0.72,2021-07-11 19:00:00
160.22,0.01,6.43,59.37,2.24,3.63,3.75,0.73,2021-07-11 20:00:00
165.22,0.0,7.45,55.08,2.3,4.03,4.2,0.74,2021-07-11 21:00:00
165.22,0.0,7.71,49.35,2.15,4.39,4.61,0.82,2021-07-11 22:00:00
163.56,0.0,7.63,44.35,1.85,4.6,4.87,0.94,2021-07-11 23:00:00
161.89,0.0,7.28,40.41,1.58,4.68,5.0,1.06,2021-07-12 00:00:00
161.89,0.0,6.86,37.91,1.37,4.61,4.93,1.17,2021-07-12 01:00:00
161.89,0.0,6.34,35.76,1.27,4.58,4.88,1.24,2021-07-12 02:00:00
161.89,0.0,6.0,33.98,1.3,4.78,5.07,1.28,2021-07-12 03:00:00
161.89,0.0,5.74,32.54,1.37,4.97,5.26,1.31,2021-07-12 04:00:00
163.56,0.0,5.74,30.4,1.46,5.07,5.35,1.22,2021-07-12 05:00:00
165.22,0.08,6.26,29.33,1.68,5.35,5.62,0.97,2021-07-12 06:00:00
166.89,0.25,6.17,35.41,1.59,4.1,4.34,0.8,2021-07-12 07:00:00
165.22,0.42,5.18,42.92,1.21,3.07,3.27,0.74,2021-07-12 08:00:00
165.22,0.55,4.2,48.64,1.01,2.54,2.72,0.8,2021-07-12 09:00:00
165.22,0.44,3.21,54.36,0.84,2.09,2.24,0.86,2021-07-12 10:00:00
163.56,0.33,2.25,59.37,0.72,1.76,1.9,0.9,2021-07-12 11:00:00
163.56,0.27,1.76,63.66,0.69,1.88,2.02,0.98,2021-07-12 12:00:00
163.56,0.21,1.35,67.23,0.63,2.05,2.19,1.01,2021-07-12 13:00:00
161.89,0.17,1.1,68.67,0.54,2.03,2.17,1.05,2021-07-12 14:00:00
161.89,0.16,1.05,70.1,0.5,2.1,2.23,1.11,2021-07-12 15:00:00
161.89,0.15,1.21,69.38,0.43,2.0,2.12,1.17,2021-07-12 16:00:00
161.89,0.11,1.56,68.67,0.39,1.78,1.9,1.28,2021-07-12 17:00:00
163.56,0.06,1.82,67.23,0.38,1.56,1.69,1.41,2021-07-12 18:00:00
165.22,0.06,4.67,49.35,0.47,1.59,1.86,3.48,2021-07-12 19:00:00
166.89,0.04,7.71,31.11,0.53,1.79,2.26,5.0,2021-07-12 20:00:00
166.89,0.02,9.17,21.82,0.61,1.99,2.63,5.76,2021-07-12 21:00:00
165.22,0.06,10.03,15.56,0.6,2.26,3.07,6.08,2021-07-12 22:00:00
163.56,0.11,9.17,10.91,0.35,2.51,3.41,3.64,2021-07-12 23:00:00
160.22,0.09,7.37,10.1,0.23,2.8,3.69,2.15,2021-07-13 00:00:00
