CountryOrTerritory;Namespace;Network;ResponsibleParty;TimeZone;StationName;EoICode;StationType;StationArea;Pollutant;SamplingPointId;Latitude;Longitude;Altitudee;MeasurementRegime;OperationalActivityBegin;OperationalActivityEnd;Sample;SamplingProcess;MeasurementEquipment;MeasurementMethod;SamplingEquipment;AnalyticalTechnique;envelope
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (l'Eixample);ES1438A;Traffic;Urban;Benzene (air);SP_08019043_30_M;41.38534328;2.15382196;26;Continuous data collection;2003-01-01T00:00:00Z;;SAM_08019043_30_M;SPP_08019043_30_M.1;;;;GC-MS type;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Ciutadella);ES1679A;Background;Urban;Benzene (air);SP_08019050_30_M;41.38641393;2.187416735;7;Continuous data collection;2004-02-28T00:00:00Z;2014-01-01T00:00:00Z;SAM_08019050_30_M;SPP_08019050_30_M.1;;;;GC-MS type;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Sants);ES1396A;Background;Urban;n-Butane (air);SP_08019042_406_M;41.3788028;2.133098078;35;Continuous data collection;2011-01-01T00:00:00Z;2011-12-31T00:00:00Z;SAM_08019042_406_M;SPP_08019042_406_M.1;;;;GC-MS type;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (l'Eixample);ES1438A;Traffic;Urban;Carbon monoxide (air);SP_08019043_6_48;41.38534328;2.15382196;26;Continuous data collection;1996-01-01T00:00:00Z;;SAM_08019043_6_48;SPP_08019043_6_48.1;Unknown;Non-dispersive infrared spectroscopy (NDIR);;;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Gràcia - Sant Gervasi);ES1480A;Traffic;Urban;Nitrogen oxides (air);SP_08019044_12_8;41.39874325;2.153385124;57;Continuous data collection;1997-11-04T00:00:00Z;;SAM_08019044_12_8;SPP_08019044_12_8.1;Unknown;Chemiluminescence;;;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Sants);ES1396A;Background;Urban;1-Butene (air);SP_08019042_407_M;41.3788028;2.133098078;35;Continuous data collection;2012-01-01T00:00:00Z;;SAM_08019042_407_M;SPP_08019042_407_M.1;;;;GC-MS type;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (IES Goya);ES1852A;Background;Suburban;Particulate matter < 2.5 µm (aerosol);SP_08019053_9_M;41.42068447;2.170571748;2;Continuous data collection;2009-01-01T00:00:00Z;;SAM_08019053_9_M;SPP_08019053_9_M.1;;;;Gravimetric analysis;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Sants);ES1396A;Background;Urban;Ethyl benzene (air);SP_08019042_35_M;41.3788028;2.133098078;35;Continuous data collection;2011-01-01T00:00:00Z;2011-12-31T00:00:00Z;SAM_08019042_35_M;SPP_08019042_35_M.1;;;;GC-MS type;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Sants);ES1396A;Background;Urban;Nickel in PM10 (aerosol);SP_08019042_62_M;41.3788028;2.133098078;35;Continuous data collection;2007-01-01T00:00:00Z;2008-12-31T00:00:00Z;SAM_08019042_62_M;SPP_08019042_62_M.1;;;;Atomic absorption spectrometry (AAS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (l'Eixample);ES1438A;Traffic;Urban;Nickel in PM10 (aerosol);SP_08019043_62_M;41.38534328;2.15382196;26;Continuous data collection;2007-01-01T00:00:00Z;2008-12-31T00:00:00Z;SAM_08019043_62_M;SPP_08019043_62_M.1;;;;Atomic absorption spectrometry (AAS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Gràcia - Sant Gervasi);ES1480A;Traffic;Urban;Nitrogen monoxide (air);SP_08019044_7_8;41.39874325;2.153385124;57;Continuous data collection;1997-11-04T00:00:00Z;;SAM_08019044_7_8;SPP_08019044_7_8.1;Unknown;Chemiluminescence;;;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (el Poblenou);ES0691A;Background;Urban;Particulate matter < 2.5 µm (aerosol);SP_08019004_9_M;41.40388185;2.204522594;3;Continuous data collection;2010-07-01T00:00:00Z;;SAM_08019004_9_M;SPP_08019004_9_M.1;;;;Gravimetric analysis;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Sants);ES1396A;Background;Urban;Arsenic in PM10 (aerosol);SP_08019042_17_M;41.3788028;2.133098078;35;Continuous data collection;2007-01-01T00:00:00Z;2008-12-31T00:00:00Z;SAM_08019042_17_M;SPP_08019042_17_M.1;;;;Atomic absorption spectrometry (AAS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (pl. de la Universitat);ES0559A;Traffic;Urban;Cadmium in PM10 (aerosol);SP_08019028_28_M;41.38742396;2.164918317;24;Continuous data collection;2007-01-01T00:00:00Z;2008-12-31T00:00:00Z;SAM_08019028_28_M;SPP_08019028_28_M.1;;;;Atomic absorption spectrometry (AAS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Sants);ES1396A;Background;Urban;n-Heptane (air);SP_08019042_419_M;41.3788028;2.133098078;35;Continuous data collection;2012-01-01T00:00:00Z;;SAM_08019042_419_M;SPP_08019042_419_M.2;;;;Gas chromatography + mass spectrometry (GC-MS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Sants);ES1396A;Background;Urban;2-Pentene (air);SP_08019042_435_M;41.3788028;2.133098078;35;Continuous data collection;2012-01-01T00:00:00Z;;SAM_08019042_435_M;SPP_08019042_435_M.2;;;;Gas chromatography + mass spectrometry (GC-MS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (el Port Vell);ES1870A;Industrial;Suburban;Particulate matter < 10 µm (aerosol);SP_08019052_10_M;41.37494328;2.186841902;1;Continuous data collection;2006-01-01T00:00:00Z;;SAM_08019052_10_M;SPP_08019052_10_M.1;;;;Gravimetric analysis;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (IES Verdaguer);ES1900A;Background;Urban;Lead in PM10 (aerosol);SP_08019055_19_M;41.38723783;2.186736695;7;Continuous data collection;2013-01-01T00:00:00Z;;SAM_08019055_19_M;SPP_08019055_19_M.3;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Gràcia - Sant Gervasi);ES1480A;Traffic;Urban;Particulate matter < 2.5 µm (aerosol);SP_08019044_9_M;41.39874325;2.153385124;57;Continuous data collection;2010-01-01T00:00:00Z;;SAM_08019044_9_M;SPP_08019044_9_M.1;;;;Gravimetric analysis;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Zona Universitària);ES0567A;Background;Urban;Arsenic in PM10 (aerosol);SP_08019045_17_M;41.38490638;2.119573944;24;Continuous data collection;2012-01-01T00:00:00Z;2012-12-31T00:00:00Z;SAM_08019045_17_M;SPP_08019045_17_M.3;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Zona Universitària);ES0567A;Background;Urban;Cadmium in PM10 (aerosol);SP_08019045_28_M;41.38490638;2.119573944;24;Continuous data collection;2009-01-01T00:00:00Z;2011-12-31T00:00:00Z;SAM_08019045_28_M;SPP_08019045_28_M.2;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (IES Goya);ES1852A;Background;Suburban;Lead in PM10 (aerosol);SP_08019053_19_M;41.42068447;2.170571748;2;Continuous data collection;2013-01-01T00:00:00Z;;SAM_08019053_19_M;SPP_08019053_19_M.4;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (IES Verdaguer);ES1900A;Background;Urban;Arsenic in PM10 (aerosol);SP_08019055_17_M;41.38723783;2.186736695;7;Continuous data collection;2013-01-01T00:00:00Z;;SAM_08019055_17_M;SPP_08019055_17_M.3;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (el Poblenou);ES0691A;Background;Urban;Nitrogen oxides (air);SP_08019004_12_8;41.40388185;2.204522594;3;Continuous data collection;1985-12-01T00:00:00Z;;SAM_08019004_12_8;SPP_08019004_12_8.1;Columbia Scientific Industries Models 1600;Chemiluminescence;;;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (el Poblenou);ES0691A;Background;Urban;Cadmium in PM10 (aerosol);SP_08019004_28_M;41.40388185;2.204522594;3;Continuous data collection;2013-01-01T00:00:00Z;;SAM_08019004_28_M;SPP_08019004_28_M.4;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (el Poblenou);ES0691A;Background;Urban;Nickel in PM10 (aerosol);SP_08019004_62_M;41.40388185;2.204522594;3;Continuous data collection;2013-01-01T00:00:00Z;;SAM_08019004_62_M;SPP_08019004_62_M.4;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Zona Universitària);ES0567A;Background;Urban;Cadmium in PM10 (aerosol);SP_08019045_28_M;41.38490638;2.119573944;24;Continuous data collection;2013-01-01T00:00:00Z;;SAM_08019045_28_M;SPP_08019045_28_M.4;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (el Poblenou);ES0691A;Background;Urban;Nitrogen dioxide (air);SP_08019004_8_8;41.40388185;2.204522594;3;Continuous data collection;1985-12-01T00:00:00Z;;SAM_08019004_8_8;SPP_08019004_8_8.1;Columbia Scientific Industries Models 1600;Chemiluminescence;;;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (IES Goya);ES1852A;Background;Suburban;Nickel in PM10 (aerosol);SP_08019053_62_M;41.42068447;2.170571748;2;Continuous data collection;2012-01-01T00:00:00Z;2012-12-31T00:00:00Z;SAM_08019053_62_M;SPP_08019053_62_M.3;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (el Poblenou);ES0691A;Background;Urban;Arsenic in PM10 (aerosol);SP_08019004_17_M;41.40388185;2.204522594;3;Continuous data collection;2012-01-01T00:00:00Z;2012-12-31T00:00:00Z;SAM_08019004_17_M;SPP_08019004_17_M.3;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Sants);ES1396A;Background;Urban;n-Butane (air);SP_08019042_406_M;41.3788028;2.133098078;35;Continuous data collection;2012-01-01T00:00:00Z;;SAM_08019042_406_M;SPP_08019042_406_M.2;;;;Gas chromatography + mass spectrometry (GC-MS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Sants);ES1396A;Background;Urban;i-Hexane (2-methylpentane) (air);SP_08019042_416_M;41.3788028;2.133098078;35;Continuous data collection;2012-01-01T00:00:00Z;;SAM_08019042_416_M;SPP_08019042_416_M.2;;;;Gas chromatography + mass spectrometry (GC-MS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Gràcia - Sant Gervasi);ES1480A;Traffic;Urban;Cadmium in PM10 (aerosol);SP_08019044_28_M;41.39874325;2.153385124;57;Continuous data collection;2007-01-01T00:00:00Z;2008-12-31T00:00:00Z;SAM_08019044_28_M;SPP_08019044_28_M.1;;;;Atomic absorption spectrometry (AAS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (pl. de la Universitat);ES0559A;Traffic;Urban;Particulate matter < 10 µm (aerosol);SP_08019028_10_M;41.38742396;2.164918317;24;Continuous data collection;2002-07-01T00:00:00Z;;SAM_08019028_10_M;SPP_08019028_10_M.1;;;;Gravimetric analysis;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Sants);ES1396A;Background;Urban;Cadmium in PM10 (aerosol);SP_08019042_28_M;41.3788028;2.133098078;35;Continuous data collection;2012-01-01T00:00:00Z;2012-12-31T00:00:00Z;SAM_08019042_28_M;SPP_08019042_28_M.3;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Sants);ES1396A;Background;Urban;i-Butane (2-methylpropane) (air);SP_08019042_405_M;41.3788028;2.133098078;35;Continuous data collection;2012-01-01T00:00:00Z;;SAM_08019042_405_M;SPP_08019042_405_M.2;;;;Gas chromatography + mass spectrometry (GC-MS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (IES Verdaguer);ES1900A;Background;Urban;Lead in PM10 (aerosol);SP_08019055_19_M;41.38723783;2.186736695;7;Continuous data collection;2012-01-01T00:00:00Z;2012-12-31T00:00:00Z;SAM_08019055_19_M;SPP_08019055_19_M.2;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Sants);ES1396A;Background;Urban;1,2,3-Trimethylbenzene (air);SP_08019042_425_M;41.3788028;2.133098078;35;Continuous data collection;2012-01-01T00:00:00Z;;SAM_08019042_425_M;SPP_08019042_425_M.2;;;;Gas chromatography + mass spectrometry (GC-MS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Sants);ES1396A;Background;Urban;Nickel in PM10 (aerosol);SP_08019042_62_M;41.3788028;2.133098078;35;Continuous data collection;2009-01-01T00:00:00Z;2011-12-31T00:00:00Z;SAM_08019042_62_M;SPP_08019042_62_M.2;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (l'Eixample);ES1438A;Traffic;Urban;Lead in PM10 (aerosol);SP_08019043_19_M;41.38534328;2.15382196;26;Continuous data collection;2009-01-01T00:00:00Z;2011-12-31T00:00:00Z;SAM_08019043_19_M;SPP_08019043_19_M.2;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (l'Eixample);ES1438A;Traffic;Urban;Cadmium in PM10 (aerosol);SP_08019043_28_M;41.38534328;2.15382196;26;Continuous data collection;2012-01-01T00:00:00Z;2012-12-31T00:00:00Z;SAM_08019043_28_M;SPP_08019043_28_M.3;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Zona Universitària);ES0567A;Background;Urban;Lead in PM10 (aerosol);SP_08019045_19_M;41.38490638;2.119573944;24;Continuous data collection;1998-01-01T00:00:00Z;2008-12-31T00:00:00Z;SAM_08019045_19_M;SPP_08019045_19_M.1;;;;Atomic absorption spectrometry (AAS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (pl. de la Universitat);ES0559A;Traffic;Urban;Benzo(a)pyrene in PM10 (aerosol);SP_08019028_27_M;41.38742396;2.164918317;24;Continuous data collection;2007-01-01T00:00:00Z;2009-11-01T00:00:00Z;SAM_08019028_27_M;SPP_08019028_27_M.1;;;;Gas chromatography + mass spectrometry (GC-MS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Sants);ES1396A;Background;Urban;Benzo(a)pyrene in PM10 (aerosol);SP_08019042_27_M;41.3788028;2.133098078;35;Continuous data collection;2010-01-01T00:00:00Z;;SAM_08019042_27_M;SPP_08019042_27_M.2;;;;High performance liquid chromatography - fluorescence detection (HPLC-FLD);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (parc de la Vall d'Hebron);ES1856A;Background;Urban;Lead in PM10 (aerosol);SP_08019054_19_M;41.4260772;2.147992032;136;Continuous data collection;2012-01-01T00:00:00Z;2012-12-31T00:00:00Z;SAM_08019054_19_M;SPP_08019054_19_M.3;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (pl. de la Universitat);ES0559A;Traffic;Urban;Arsenic in PM10 (aerosol);SP_08019028_17_M;41.38742396;2.164918317;24;Continuous data collection;2009-01-01T00:00:00Z;2011-12-31T00:00:00Z;SAM_08019028_17_M;SPP_08019028_17_M.2;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Zona Universitària);ES0567A;Background;Urban;Benzo(a)pyrene in PM10 (aerosol);SP_08019045_27_M;41.38490638;2.119573944;24;Continuous data collection;2010-01-01T00:00:00Z;;SAM_08019045_27_M;SPP_08019045_27_M.2;;;;High performance liquid chromatography - fluorescence detection (HPLC-FLD);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (parc de la Vall d'Hebron);ES1856A;Background;Urban;Arsenic in PM10 (aerosol);SP_08019054_17_M;41.4260772;2.147992032;136;Continuous data collection;2012-01-01T00:00:00Z;2012-12-31T00:00:00Z;SAM_08019054_17_M;SPP_08019054_17_M.3;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (pl. de la Universitat);ES0559A;Traffic;Urban;Lead in PM10 (aerosol);SP_08019028_19_M;41.38742396;2.164918317;24;Continuous data collection;2009-01-01T00:00:00Z;2011-12-31T00:00:00Z;SAM_08019028_19_M;SPP_08019028_19_M.2;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
