CountryOrTerritory;Namespace;Network;ResponsibleParty;TimeZone;StationName;EoICode;StationType;StationArea;Pollutant;SamplingPointId;Latitude;Longitude;Altitudee;MeasurementRegime;OperationalActivityBegin;OperationalActivityEnd;Sample;SamplingProcess;MeasurementEquipment;MeasurementMethod;SamplingEquipment;AnalyticalTechnique;envelope
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Ciutadella);ES1679A;Background;Urban;Nitrogen oxides (air);SP_08019050_12_8;41.38641393;2.187416735;7;Continuous data collection;2004-02-28T00:00:00Z;;SAM_08019050_12_8;SPP_08019050_12_8.1;Unknown;Chemiluminescence;;;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Sants);ES1396A;Background;Urban;Nitrogen oxides (air);SP_08019042_12_8;41.3788028;2.133098078;35;Continuous data collection;1995-01-01T00:00:00Z;;SAM_08019042_12_8;SPP_08019042_12_8.1;Unknown;Chemiluminescence;;;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Ciutadella);ES1679A;Background;Urban;Nitrogen monoxide (air);SP_08019050_7_8;41.38641393;2.187416735;7;Continuous data collection;2004-02-28T00:00:00Z;;SAM_08019050_7_8;SPP_08019050_7_8.1;Unknown;Chemiluminescence;;;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Sants);ES1396A;Background;Urban;1,3,5-Trimethylbenzene (air);SP_08019042_426_M;41.3788028;2.133098078;35;Continuous data collection;2011-01-01T00:00:00Z;2011-12-31T00:00:00Z;SAM_08019042_426_M;SPP_08019042_426_M.1;;;;GC-MS type;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (l'Eixample);ES1438A;Traffic;Urban;Particulate matter < 2.5 µm (aerosol);SP_08019043_9_M;41.38534328;2.15382196;26;Continuous data collection;2011-01-01T00:00:00Z;;SAM_08019043_9_M;SPP_08019043_9_M.1;;;;Gravimetric analysis;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Gràcia - Sant Gervasi);ES1480A;Traffic;Urban;Sulphur dioxide (air);SP_08019044_1_38;41.39874325;2.153385124;57;Continuous data collection;2004-09-30T00:00:00Z;;SAM_08019044_1_38;SPP_08019044_1_38.1;Unknown;UV fluorescence;;;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Zona Universitària);ES0567A;Background;Urban;Particulate matter < 2.5 µm (aerosol);SP_08019045_9_M;41.38490638;2.119573944;24;Continuous data collection;2014-01-01T00:00:00Z;;SAM_08019045_9_M;SPP_08019045_9_M.1;;;;Gravimetric analysis;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Sants);ES1396A;Background;Urban;1,2,4-Trimethylbenzene (air);SP_08019042_424_M;41.3788028;2.133098078;35;Continuous data collection;2011-01-01T00:00:00Z;2011-12-31T00:00:00Z;SAM_08019042_424_M;SPP_08019042_424_M.1;;;;GC-MS type;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Gràcia - Sant Gervasi);ES1480A;Traffic;Urban;Ozone (air);SP_08019044_14_6;41.39874325;2.153385124;57;Continuous data collection;1997-11-04T00:00:00Z;;SAM_08019044_14_6;SPP_08019044_14_6.1;Unknown;Ultraviolet (UV) photometry;;;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Sants);ES1396A;Background;Urban;Benzene (air);SP_08019042_30_M;41.3788028;2.133098078;35;Continuous data collection;2012-01-01T00:00:00Z;;SAM_08019042_30_M;SPP_08019042_30_M.2;;;;Gas chromatography + mass spectrometry (GC-MS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Sants);ES1396A;Background;Urban;1,2,3-Trimethylbenzene (air);SP_08019042_425_M;41.3788028;2.133098078;35;Continuous data collection;2011-01-01T00:00:00Z;2011-12-31T00:00:00Z;SAM_08019042_425_M;SPP_08019042_425_M.1;;;;GC-MS type;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (l'Eixample);ES1438A;Traffic;Urban;Particulate matter < 10 µm (aerosol);SP_08019043_10_M;41.38534328;2.15382196;26;Continuous data collection;2002-01-01T00:00:00Z;;SAM_08019043_10_M;SPP_08019043_10_M.1;;;;Gravimetric analysis;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (l'Eixample);ES1438A;Traffic;Urban;Arsenic in PM10 (aerosol);SP_08019043_17_M;41.38534328;2.15382196;26;Continuous data collection;2007-01-01T00:00:00Z;2008-12-31T00:00:00Z;SAM_08019043_17_M;SPP_08019043_17_M.1;;;;Atomic absorption spectrometry (AAS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (parc de la Vall d'Hebron);ES1856A;Background;Urban;Nitrogen monoxide (air);SP_08019054_7_8;41.4260772;2.147992032;136;Continuous data collection;2007-12-31T00:00:00Z;;SAM_08019054_7_8;SPP_08019054_7_8.1;Unknown;Chemiluminescence;;;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Sants);ES1396A;Background;Urban;Nitrogen dioxide (air);SP_08019042_8_8;41.3788028;2.133098078;35;Continuous data collection;1995-01-01T00:00:00Z;;SAM_08019042_8_8;SPP_08019042_8_8.1;Unknown;Chemiluminescence;;;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (l'Eixample);ES1438A;Traffic;Urban;Nitrogen dioxide (air);SP_08019043_8_8;41.38534328;2.15382196;26;Continuous data collection;1996-01-01T00:00:00Z;;SAM_08019043_8_8;SPP_08019043_8_8.1;Unknown;Chemiluminescence;;;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Ciutadella);ES1679A;Background;Urban;Nitrogen dioxide (air);SP_08019050_8_8;41.38641393;2.187416735;7;Continuous data collection;2004-02-28T00:00:00Z;;SAM_08019050_8_8;SPP_08019050_8_8.1;Unknown;Chemiluminescence;;;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (el Poblenou);ES0691A;Background;Urban;Arsenic in PM10 (aerosol);SP_08019004_17_M;41.40388185;2.204522594;3;Continuous data collection;2013-01-01T00:00:00Z;;SAM_08019004_17_M;SPP_08019004_17_M.4;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Sants);ES1396A;Background;Urban;n-Hexane (air);SP_08019042_417_M;41.3788028;2.133098078;35;Continuous data collection;2012-01-01T00:00:00Z;;SAM_08019042_417_M;SPP_08019042_417_M.2;;;;Gas chromatography + mass spectrometry (GC-MS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Sants);ES1396A;Background;Urban;m,p-Xylene (air);SP_08019042_431_M;41.3788028;2.133098078;35;Continuous data collection;2012-01-01T00:00:00Z;;SAM_08019042_431_M;SPP_08019042_431_M.2;;;;Gas chromatography + mass spectrometry (GC-MS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Zona Universitària);ES0567A;Background;Urban;Lead in PM10 (aerosol);SP_08019045_19_M;41.38490638;2.119573944;24;Continuous data collection;2009-01-01T00:00:00Z;2011-12-31T00:00:00Z;SAM_08019045_19_M;SPP_08019045_19_M.2;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (parc de la Vall d'Hebron);ES1856A;Background;Urban;Nickel in PM10 (aerosol);SP_08019054_62_M;41.4260772;2.147992032;136;Continuous data collection;2008-01-01T00:00:00Z;2008-12-31T00:00:00Z;SAM_08019054_62_M;SPP_08019054_62_M.1;;;;Atomic absorption spectrometry (AAS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Sants);ES1396A;Background;Urban;Arsenic in PM10 (aerosol);SP_08019042_17_M;41.3788028;2.133098078;35;Continuous data collection;2012-01-01T00:00:00Z;2012-12-31T00:00:00Z;SAM_08019042_17_M;SPP_08019042_17_M.3;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Sants);ES1396A;Background;Urban;1.3 Butadiene (air);SP_08019042_410_M;41.3788028;2.133098078;35;Continuous data collection;2012-01-01T00:00:00Z;;SAM_08019042_410_M;SPP_08019042_410_M.2;;;;Gas chromatography + mass spectrometry (GC-MS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Zona Universitària);ES0567A;Background;Urban;Arsenic in PM10 (aerosol);SP_08019045_17_M;41.38490638;2.119573944;24;Continuous data collection;2007-01-01T00:00:00Z;2008-12-31T00:00:00Z;SAM_08019045_17_M;SPP_08019045_17_M.1;;;;Atomic absorption spectrometry (AAS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (pl. de la Universitat);ES0559A;Traffic;Urban;Arsenic in PM10 (aerosol);SP_08019028_17_M;41.38742396;2.164918317;24;Continuous data collection;2007-01-01T00:00:00Z;2008-12-31T00:00:00Z;SAM_08019028_17_M;SPP_08019028_17_M.1;;;;Atomic absorption spectrometry (AAS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Sants);ES1396A;Background;Urban;Lead in PM10 (aerosol);SP_08019042_19_M;41.3788028;2.133098078;35;Continuous data collection;2009-01-01T00:00:00Z;2011-12-31T00:00:00Z;SAM_08019042_19_M;SPP_08019042_19_M.2;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Gràcia - Sant Gervasi);ES1480A;Traffic;Urban;Arsenic in PM10 (aerosol);SP_08019044_17_M;41.39874325;2.153385124;57;Continuous data collection;2007-01-01T00:00:00Z;2008-12-31T00:00:00Z;SAM_08019044_17_M;SPP_08019044_17_M.1;;;;Atomic absorption spectrometry (AAS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Gràcia - Sant Gervasi);ES1480A;Traffic;Urban;Lead in PM10 (aerosol);SP_08019044_19_M;41.39874325;2.153385124;57;Continuous data collection;1998-01-01T00:00:00Z;2008-12-31T00:00:00Z;SAM_08019044_19_M;SPP_08019044_19_M.1;;;;Atomic absorption spectrometry (AAS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Gràcia - Sant Gervasi);ES1480A;Traffic;Urban;Carbon monoxide (air);SP_08019044_6_48;41.39874325;2.153385124;57;Continuous data collection;1997-11-04T00:00:00Z;;SAM_08019044_6_48;SPP_08019044_6_48.1;Unknown;Non-dispersive infrared spectroscopy (NDIR);;;http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (IES Goya);ES1852A;Background;Suburban;Arsenic in PM10 (aerosol);SP_08019053_17_M;41.42068447;2.170571748;2;Continuous data collection;2012-01-01T00:00:00Z;2012-12-31T00:00:00Z;SAM_08019053_17_M;SPP_08019053_17_M.3;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (IES Goya);ES1852A;Background;Suburban;Lead in PM10 (aerosol);SP_08019053_19_M;41.42068447;2.170571748;2;Continuous data collection;2008-07-01T00:00:00Z;2008-12-31T00:00:00Z;SAM_08019053_19_M;SPP_08019053_19_M.1;;;;Atomic absorption spectrometry (AAS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Sants);ES1396A;Background;Urban;n-Octane (air);SP_08019042_420_M;41.3788028;2.133098078;35;Continuous data collection;2012-01-01T00:00:00Z;;SAM_08019042_420_M;SPP_08019042_420_M.2;;;;Gas chromatography + mass spectrometry (GC-MS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (l'Eixample);ES1438A;Traffic;Urban;Nickel in PM10 (aerosol);SP_08019043_62_M;41.38534328;2.15382196;26;Continuous data collection;2009-01-01T00:00:00Z;2011-12-31T00:00:00Z;SAM_08019043_62_M;SPP_08019043_62_M.2;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Gràcia - Sant Gervasi);ES1480A;Traffic;Urban;Nickel in PM10 (aerosol);SP_08019044_62_M;41.39874325;2.153385124;57;Continuous data collection;2007-01-01T00:00:00Z;2008-12-31T00:00:00Z;SAM_08019044_62_M;SPP_08019044_62_M.1;;;;Atomic absorption spectrometry (AAS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (IES Goya);ES1852A;Background;Suburban;Benzo(a)pyrene in PM10 (aerosol);SP_08019053_27_M;41.42068447;2.170571748;2;Continuous data collection;2008-07-01T00:00:00Z;2008-12-31T00:00:00Z;SAM_08019053_27_M;SPP_08019053_27_M.1;;;;Gas chromatography + mass spectrometry (GC-MS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (el Poblenou);ES0691A;Background;Urban;Lead in PM10 (aerosol);SP_08019004_19_M;41.40388185;2.204522594;3;Continuous data collection;2013-01-01T00:00:00Z;;SAM_08019004_19_M;SPP_08019004_19_M.4;;;;Inductive coupled plasma atomic emission spectrometry (ICP-AES);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (Sants);ES1396A;Background;Urban;i-Octane (2,2,4-trimethylpentane) (air);SP_08019042_436_M;41.3788028;2.133098078;35;Continuous data collection;2012-01-01T00:00:00Z;;SAM_08019042_436_M;SPP_08019042_436_M.2;;;;Gas chromatography + mass spectrometry (GC-MS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
Spain;ES.BDCA.AQD;CCAA Cataluña;DIRECCIO GENERAL DE QUALITAT AMBIENTAL. SERVICIO DE VIGILANCIA Y CONTROL DEL AIRE (CATALUNA);UTC;Barcelona (el Poblenou);ES0691A;Background;Urban;Lead in PM10 (aerosol);SP_08019004_19_M;41.40388185;2.204522594;3;Continuous data collection;2007-05-01T00:00:00Z;2008-12-31T00:00:00Z;SAM_08019004_19_M;SPP_08019004_19_M.1;;;;Atomic absorption spectrometry (AAS);http://cdr.eionet.europa.eu/es/eu/aqd/d/envxfin7q
